Police_Station,Crime No.,Age,Gender,Gender,Road Type,Road_Type,Place,Incident_Area,Vehicle,Vehicle_Type,Alcohol Status,Alcohal_Status,Traffic Violation Type,Traffic_Violation_Type,Crime Section,ACT_279-323,Act_279-294-337,ACT_279-304-A,ACT_279-294-506,Date,Time,Date_Time,Incident Place,Latitude,Longitude
CIVIL LINES,193/19,20,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,25-03-19,19:40,25-03-19 19:40,kali mata mandir ke paas civil line raipur,21.237917,81.645942
TELIBANDHA,153/20,24,M,0,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,26-04-20,20:30,26-04-20 20:30,near cotyard hotel man road,21.237922,81.701888
TELIBANDHA,208/20,Unknown,Unknown,2,NH,0,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,279,1,0,0,0,30-06-20,17:30,30-06-20 17:30,AGRASEN DHAM CHOWK,21.237922,81.701888
TELIBANDHA,358/20,39,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,279,1,0,0,0,03-10-20,23:30,03-10-20 23:30,OPPOSSITE HOTEL COURTYARD MAIN ROAD,21.237922,81.701888
KOTWALI,397/19,60,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,19-08-19,21:30,19-08-19 21:30,डेन्टल अस्पताल के पास छोटापारा,21.23799,81.63828
KOTWALI,280/19,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,05-06-19,13:00,05-06-19 13:00,ओसीएम चौक बैरन बाजार रायपुर,21.238056,81.643352
CIVIL LINES,242/19,26,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,09-04-19,13:20,09-04-19 13:20,Panchashil nagar chouk ke pass kenal road raipru,21.2381,81.655
KOTWALI,107/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-03-19,11:40,07-03-19 11:40,सद्दानी  चौक रायपुर,21.238137,81.634155
TELIBANDHA,171/21,26,M,0,NH,0,R,1,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,304-A,0,0,1,0,07-04-21,22:30,07-04-21 22:30,oppossite  agricuiture collage main road jora mela spot,21.238155,81.706755
TELIBANDHA,155/19,28,M,0,NH,0,R,1,Tempo/Tractor,6,Unknown,2,Over Speeding,3,279,1,0,0,0,19-03-19,21:30,19-03-19 21:30,VIP CHOWK,21.23816,81.67289
TELIBANDHA,190/19,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-04-19,21:00,07-04-19 21:00,NEAR KHAN KABARI SHOP,21.23816,81.67289
TELIBANDHA,473/19,45,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,27-09-19,8:30,27-09-19 8:30,MAHASUND BARRIEAR CHOWK,21.23816,81.67289
TELIBANDHA,547/19,25,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,21-11-19,14:55,21-11-19 14:55,MAHASAMUND BARRIER CHOWK,21.23816,81.67289
TELIBANDHA,269/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,12-05-19,13:30,12-05-19 13:30,NEAR HP PETROL PUMP,21.238166,81.672899
TELIBANDHA,306/19,30,M,0,O,2,U,0,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,03-06-19,0:30,03-06-19 0:30,MARIN DRIVE,21.238166,81.672899
KOTWALI,224/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,NO,1,Over Speeding,3,"279,337",0,1,0,0,21-04-19,15:05,21-04-19 15:05,प्रेस क्लब के सामने नलघर चौक के पास,21.238249,81.641352
CIVIL LINES,705/19,38,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,26-12-19,3:30,26-12-19 3:30,कटोरा तालाब सांई मंदिर के आगे पंचशील नगर रायपुर,21.238251,81.654926
TELIBANDHA,73/21,22,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,18-02-21,18:40,18-02-21 18:40,महासमुंद बेरियर सिग्नल के पास रायपुर,21.23828,81.67215
TELIBANDHA,468/20,22,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,01-12-20,22:10,01-12-20 22:10,OPPOSSITE CURRENCY TOWER ROAD TELIBANDHA,21.238288,81.672155
TELIBANDHA,45/21,42,M,0,NH,0,U,0,Heavy Articulated Vehicle/Trolly,4,Unknown,2,Over Speeding,3,279,1,0,0,0,03-02-21,6:00,03-02-21 6:00,NEAR MAHASAMUND  BARIEAR CHOWK,21.238288,81.672155
TELIBANDHA,152/21,35,M,0,NH,0,U,0,Bus,2,No,1,Over Speeding,3,"279,337",0,1,0,0,08-04-21,17:30,08-04-21 17:30,NEAR MAHASAMUND BARRIEAR CHOWK BUS STOP,21.238288,81.672155
KHAMTARAI,629/19,36,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Unknown,5,279,1,0,0,0,17-11-19,23:00,17-11-19 23:00,पार्किंग नंबर 2 ट्रांसपोर्ट नगर,21.23829,81.62202
KOTWALI,95/20,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,02-03-20,15:30,02-03-20 15:30,मालवीय रोड रायपुर,21.238335,81.636989
KOTWALI,254/20,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,29-09-20,12:00,29-09-20 12:00,छोटापारा रोड अब्‍बास मेहन्‍दी के सामने रायपुर,21.238359,81.639538
TELIBANDHA,Jan-19,33,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,01-01-19,0:10,01-01-19 0:10,Mahasamund beriyar chouk ke pass,21.238433,81.672122
TELIBANDHA,33/19,24,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,NO,1,Over Speeding,3,279,1,0,0,0,20-01-19,21:15,20-01-19 21:15,Mahasamund beriyar chouk signal ke pass,21.238433,81.672122
TELIBANDHA,65/19,Unknown,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Unknown,5,279,1,0,0,0,03-02-19,16:15,03-02-19 16:15,VIP चौक के पास तेलीबांधा रायपुर,21.238433,81.684388
KOTWALI,412/19,Unknown,M,0,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,31-08-19,17:05,31-08-19 17:05,फायर  बिग्रेड चौक  रायपुर,21.238447,81.642189
TELIBANDHA,475/19,32,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,30-09-19,20:15,30-09-19 20:15,व्हीआईपी तिराहा के पास तेलीबांधा रायपुर,21.238466,81.673511
TELIBANDHA,524/19,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,NO,1,Jumping Red Light,2,"279,337",0,1,0,0,27-10-19,15:30,27-10-19 15:30,telibandha tiraha service road mahasamund beriyar ke pass raipur,21.238466,81.673511
TELIBANDHA,43/20,50,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,29-01-20,16:30,29-01-20 16:30,VIP CHOWK SIGNAL,21.238499,81.680255
TELIBANDHA,38/19,Unknown,M,0,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,21-01-19,19:00,21-01-19 19:00,महासमुंद बेरियर के पास तेलीबांधा रायपुर,21.238522,81.676666
TELIBANDHA,54/19,28,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,279,1,0,0,0,27-01-19,23:40,27-01-19 23:40,पाम रेसीडेनसी के सामने सर्विस रोड रायपुर,21.238522,81.676666
TELIBANDHA,58/19,18,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,304-A",0,0,1,0,29-01-19,20:00,29-01-19 20:00,सोना वाटिका व्ही आई पी रोड रायपुर,21.238522,81.676666
TELIBANDHA,550/19,25,M,0,O,2,U,0,Truck/Trolly,7,NO,1,Over Speeding,3,279,1,0,0,0,23-11-19,21:30,23-11-19 21:30,वीआईपी चैाक सिग्नल के पास रायपुर,21.238522,81.676666
KOTWALI,71/20,Unknown,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Unknown,5,"279,337",0,1,0,0,12-02-20,6:30,12-02-20 6:30,नल घर चौक सुभाष स्टेड‍ियम,21.238532,81.641763
KOTWALI,70/20,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,279,1,0,0,0,12-02-20,6:30,12-02-20 6:30,नल घर चौक सुभाष स्टेड‍ियम,21.238536,81.641762
DEEN DAYAL NAGAR,70/20,Unknown,Unknown,2,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,19-02-20,18:30,19-02-20 18:30,RING ROAD NO 1 JAYKA SHOW ROOM KE PASS,21.238555,81.58269
DEEN DAYAL NAGAR,85/20,Unknown,Unknown,2,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,27-02-20,8:45,27-02-20 8:45,JAYAKA AOUTO MOBILE KE PASS RING ROAD NO 1,21.238555,81.58269
TELIBANDHA,40/19,27,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,23-01-19,17:15,23-01-19 17:15,Ajay traivels ke samne,21.23857,81.675278
KOTWALI,48/21,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,16-02-21,23:00,16-02-21 23:00,फायर  ब्रिगेड चौक,21.238584,81.641539
TELIBANDHA,166/20,45,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,"279,337",0,1,0,0,12-05-20,11:45,12-05-20 11:45,RING ROAD NO. 01 NEAR EXPRESSWAY,21.238588,81.670755
TELIBANDHA,198/20,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Over Speeding,3,304-A,0,0,1,0,27-02-20,18:06,27-02-20 18:06,VIP CHOWK TELIBANDHA,21.238611,81.673777
TELIBANDHA,472/20,22,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,304-A",0,0,1,0,05-12-20,21:15,05-12-20 21:15,MLA COLONY TURNING AARANG MAIN ROAD TELIBANDHA,21.238611,81.676455
TELIBANDHA,68/21,22,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,14-02-21,1:30,14-02-21 1:30,oppossite premika paan palace service road telibandha,21.238611,81.676455
TELIBANDHA,92/21,22,M,0,SH,1,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,27-02-21,21:30,27-02-21 21:30,कर्मा अस्पताल के सामने चौपाटी के पास रायपुर,21.23862,81.67145
TELIBANDHA,53/19,30,M,0,SH,1,U,0,Auto Rickshaw,1,No,1,Over Speeding,3,279,1,0,0,0,28-01-19,18:00,28-01-19 18:00,थाना तेलीबांधा रायपुर के पास रायपुर,21.238622,81.671455
TELIBANDHA,139/19,30,M,0,SH,1,U,0,Bus,2,Unknown,2,Over Speeding,3,279,1,0,0,0,12-03-19,12:30,12-03-19 12:30,थाना तेलीबांधा के सामने रायपुर,21.238622,81.671455
TELIBANDHA,141/19,Unknown,M,0,SH,1,U,0,Truck/Trolly,7,Unknown,2,Unknown,5,279,1,0,0,0,13-03-19,12:30,13-03-19 12:30,महासमुंद बेरियर चौक तेलीबांधा के पास रायपुर,21.238622,81.671455
TELIBANDHA,237/19,23,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,25-04-19,18:00,25-04-19 18:00,MAHASAMUND BARRIEAR CHOWK,21.238622,81.671455
TELIBANDHA,271/19,29,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,12-05-19,19:40,12-05-19 19:40,MAHASAMUND BARRIEAR CHOWK,21.238622,81.674033
TELIBANDHA,272/19,29,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,12-05-19,19:45,12-05-19 19:45,MAHASAMUND BARRIEAR CHOWK  SIGNAL,21.238622,81.671455
TELIBANDHA,277/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,15-05-19,21:20,15-05-19 21:20,NEAR PREMIKA PAAN SHOP,21.238622,81.674033
TELIBANDHA,282/19,50,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,16-05-19,9:30,16-05-19 9:30,MAHASAMUNA BARRIEAR CHOWK,21.238622,81.671455
TELIBANDHA,289/19,45,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,21-05-19,20:15,21-05-19 20:15,TELIBANDHA CHOWK,21.238622,81.671455
TELIBANDHA,301/19,Unknown,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,31-05-19,2:20,31-05-19 2:20,MAHASAMUND BARRIEAR  CHOWK,21.238622,81.671455
TELIBANDHA,325/19,24,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,17-06-19,10:00,17-06-19 10:00,MAHASAMUND BARRIEAR  CHOWK,21.238622,81.674033
TELIBANDHA,371/19,30,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,12-07-19,11:45,12-07-19 11:45,NEW EXPRESS WAY,21.238622,81.671455
TELIBANDHA,380/19,26,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,18-07-19,11:30,18-07-19 11:30,NEAR MINOCHA PETROL PUMP,21.238622,81.674033
TELIBANDHA,383/19,25,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,19-07-19,20:25,19-07-19 20:25,AVANTI VIHAR NEAR AAKANSHA SCHOOL,21.238622,81.672899
TELIBANDHA,72/20,33,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,12-02-20,6:05,12-02-20 6:05,MAHASAMUND BARRIEAR CHOWK TELIBANDHA,21.238622,81.671455
TELIBANDHA,77/20,20,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,25-02-20,20:00,25-02-20 20:00,MAHASAMUND BARRIEAR CHOWK TELIBANDHA,21.238622,81.671455
TELIBANDHA,90/20,26,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,28-02-20,9:00,28-02-20 9:00,near janta hotel telibandha,21.238622,81.714555
TELIBANDHA,161/20,34,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,"279,337",0,1,0,0,06-05-20,7:00,06-05-20 7:00,MAHASAMUND BARRIER CHOWK,21.238622,81.671455
TELIBANDHA,199/20,26,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,279,1,0,0,0,26-06-20,11:50,26-06-20 11:50,MAHASAMUND BARRIEAR CHOWK TELIBANDHA,21.238622,81.671455
TELIBANDHA,209/20,31,M,0,O,2,U,0,Tempo/Tractor,6,No,1,Over Speeding,3,279,1,0,0,0,01-07-20,13:30,01-07-20 13:30,NEAR SIGNAL TELIBANDHA CHOWK,21.238622,81.671455
TELIBANDHA,248/20,22,M,0,NH,0,U,0,Tempo/Tractor,6,No,1,Over Speeding,3,"279,337",0,1,0,0,07-08-20,10:00,07-08-20 10:00,OVER BRIJ TELIBANDHA,21.238622,81.671455
TELIBANDHA,265/20,34,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,279,1,0,0,0,18-08-20,1:25,18-08-20 1:25,NEAR SIGNAL TELIBANDHA CHOWK,21.238622,81.671455
TELIBANDHA,273/20,28,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,"279,337",0,1,0,0,23-08-20,19:30,23-08-20 19:30,NEAR TELIBANDHA OVER BREEJ  MAIN ROAD,21.238622,81.671455
TELIBANDHA,277/20,30,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,304-A,337",0,0,1,0,25-08-20,13:30,25-08-20 13:30,NEAR MAHASAMUND BARRIEAR CHOWK TELIBANDHA,21.238622,81.671455
TELIBANDHA,385/20,38,M,0,NH,0,U,0,Heavy Articulated Vehicle/Trolly,4,Unknown,2,Over Speeding,3,304-A,0,0,1,0,20-10-20,19:30,20-10-20 19:30,MAHASAMUND BARRIEAR CHOWK NEAR SIGNAL,21.238622,81.671455
TELIBANDHA,474/20,32,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,06-12-20,19:15,06-12-20 19:15,NEAR TELIBANDHA CHOWK SIGNAL,21.238622,81.671455
TELIBANDHA,503/20,32,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,30-12-20,15:45,30-12-20 15:45,NEAR MAHASAMUND BARIEAR CHOWK,21.238622,81.671455
KOTWALI,81/20,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,"279,337",0,1,0,0,17-02-20,0:30,17-02-20 0:30,जीन कुंशाल ज्‍वेलर्स चौराहा सत्‍ती बाजार चौक रायपुर,21.238647,81.630604
KOTWALI,295/19,Unknown,Unknown,2,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,279,1,0,0,0,11-06-19,23:00,11-06-19 23:00,आमत्रण ब्‍यूटी पार्लर के सामने सत्‍ती बाजार,21.238687,81.63051
KOTWALI,94/21,23,M,0,O,2,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,01-05-21,20:00,01-05-21 20:00,हुनमान मंद‍िर के पास कंकाली पारा रोड,21.238691,81.630605
KOTWALI,315/20,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Jumping Red Light,2,"279,337",0,1,0,0,22-11-20,1:00,22-11-20 1:00,जिम कुशल ज्‍वेलर्स के पास शक्‍त‍ि बाजार रायपुर,21.238698,81.630215
DEEN DAYAL NAGAR,52/21,23,M,0,NH,0,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,304-A,0,0,1,0,28-01-21,18:30,28-01-21 18:30,RING ROAD NO- 1 JAYKA SHOROOM KE PASS,21.238711,81.582623
CIVIL LINES,22/20,21,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"297,337",0,1,0,0,10-01-20,11:00,10-01-20 11:00,अभियंता चौक सिविल लाईन रायपुर,21.238888,81.649555
TELIBANDHA,29/20,26,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,18-01-20,23:30,18-01-20 23:30,MAHASAMUND BARRIEAR CHOWK,21.239011,81.615133
TELIBANDHA,458/20,26,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,25-11-20,19:20,25-11-20 19:20,NEAR MINOCHA PETROL PUMP TELIBADHA,21.239011,81.615133
TELIBANDHA,490/19,Unknown,Unknown,2,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,"279,337",0,1,0,0,14-10-19,11:45,14-10-19 11:45,तिलोचा पेट्रोल पंप के सामने रायपुर,21.239033,81.681122
TELIBANDHA,419/20,42,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,09-11-20,1:00,09-11-20 1:00,OPPOSITE MINOCHA PETROL PUMP SERVICE ROAD,21.239033,81.681122
CIVIL LINES,319/19,35,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,14-05-19,16:00,14-05-19 16:00,अभियंता चौक सर्किट हाउस के पास रायपुर,21.239077,81.642257
CIVIL LINES,320/19,33,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,14-05-19,16:00,14-05-19 16:00,अभियंता चौक सर्किट हाउस के पास रायपुर,21.239103,81.649325
DEEN DAYAL NAGAR,96/21,Unknown,Unknown,2,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,04-03-21,11:30,04-03-21 11:30,RING ROAD NO-01,21.23913,81.58246
TELIBANDHA,46/19,31,M,0,O,2,U,0,Auto Rickshaw,1,No,1,No,4,279,1,0,0,0,26-01-19,15:30,26-01-19 15:30,Railwe crossing chouk,21.239138,81.669102
TELIBANDHA,375/20,26,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,304-A",0,0,1,0,03-10-20,17:00,03-10-20 17:00,JAL VIHAR COLONY,21.239199,81.656599
TELIBANDHA,442/20,Unknown,Unknown,2,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,17-11-20,17:45,17-11-20 17:45,opposite nukkad cafe jal vihar colony telibandha,21.239199,81.656599
TELIBANDHA,41/19,Unknown,Unknown,2,NH,0,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,20-01-19,22:30,20-01-19 22:30,NEAR MAGNETO MALL,21.239227,81.674031
TELIBANDHA,203/20,Unknown,Unknown,2,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,28-06-20,22:00,28-06-20 22:00,NEAR DEVIDER CROSSING TELIBANDHA,21.239233,81.662788
TELIBANDHA,206/20,19,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,30-06-20,12:00,30-06-20 12:00,OPPOSITE RAVIGRAM SCHOOL TELIBANDHA,21.239233,81.662788
TELIBANDHA,39/19,40,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,23-01-19,14:00,23-01-19 14:00,VIP chouk signal ke pass,21.23925,81.679781
TELIBANDHA,197/19,Unknown,Unknown,2,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,11-04-19,10:05,11-04-19 10:05,MAHASAMUND BARRIEAR CHOWK,21.23927,81.67403
TELIBANDHA,402/19,45,M,0,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,03-08-19,19:45,03-08-19 19:45,NEAR CG04 DHADBA,21.23927,81.67403
TELIBANDHA,26/19,Unknown,Unknown,2,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,14-01-19,23:30,14-01-19 23:30,मैग्नेटो माल के सामने तेलीबांधा रायपुर,21.239277,81.67403
TELIBANDHA,305/19,23,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,02-06-19,13:00,02-06-19 13:00,OPPOSITE AABKARI BHAWAN,21.239277,81.67403
TELIBANDHA,329/19,34,M,0,NH,0,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,279,1,0,0,0,19-06-19,18:30,19-06-19 18:30,VIP CHOWK,21.239277,81.674033
TELIBANDHA,337/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,20-06-19,2:00,20-06-19 2:00,NEAR HOTEL JONE THE PARK,21.239277,81.674033
TELIBANDHA,373/19,42,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,14-07-19,15:50,14-07-19 15:50,NH53 NEAR BHARAT PETROL PUMP,21.239277,81.674033
TELIBANDHA,376/19,Unknown,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,16-07-19,10:00,16-07-19 10:00,NEAR MAGNETO MALL,21.239277,81.674033
TELIBANDHA,381/19,40,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,18-07-19,23:30,18-07-19 23:30,VIP CHOWK,21.239277,81.674033
TELIBANDHA,95/20,Unknown,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,05-03-20,18:30,05-03-20 18:30,GUPTA SAMOSA KE SAMNE VIP ROAD,21.239277,81.674033
TELIBANDHA,197/20,Unknown,Unknown,2,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,24-06-20,12:30,24-06-20 12:30,OSWAL PETROL PUMP,21.239277,81.674033
TELIBANDHA,259/20,46,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,15-08-20,18:30,15-08-20 18:30,SIDE NEXA SHOWROOM,21.239277,81.674033
CIVIL LINES,41/21,22,M,0,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,16-01-21,20:10,16-01-21 20:10,बूढी मांई मंदिर के पास डा राजेन्द्र नगर रायपुर,21.239332,81.657476
TELIBANDHA,52/19,30,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,27-01-19,18:49,27-01-19 18:49,व्हीआईपी चौक सिंग्नल के पास रायपुर,21.239388,81.678766
KOTWALI,369/19,Unknown,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,28-07-19,17:00,28-07-19 17:00,सुभाष स्टेडियम के बाजू रोड रायपुर,21.239408,81.642623
TELIBANDHA,31/20,22,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,18-01-20,8:30,18-01-20 8:30,NEAR PRAKASH GAS AGENCY,21.239466,81.663288
TELIBANDHA,100/19,18,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337,338",0,1,0,0,17-02-19,21:00,17-02-19 21:00,सूरज नगर मोड के पास लाभाण्डी,21.239633,81.662811
CIVIL LINES,23/20,20,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,08-01-20,21:00,08-01-20 21:00,छत्तीसगढ क्लब चौक रायपुर,21.239675,81.653617
KOTWALI,22/20,24,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,16-01-20,11:15,16-01-20 11:15,नाहटा मार्केट के पास सदर बाजार रायपुर कोतवाली,21.239691,81.636654
