Police_Station,Crime No.,Age,Gender,Gender,Road Type,Road_Type,Place,Incident_Area,Vehicle,Vehicle_Type,Alcohol Status,Alcohal_Status,Traffic Violation Type,Traffic_Violation_Type,Crime Section,ACT_279-323,Act_279-294-337,ACT_279-304-A,ACT_279-294-506,Date,Time,Date_Time,Incident Place,Latitude,Longitude
TELIBANDHA,84/19,17,M,0,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,11-02-19,18:45,11-02-19 18:45,मरीन ड्राईव जल विहार मोड के पास रायपुर,21.239799,81.657244
KOTWALI,152/20,25,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,22-05-20,11:20,22-05-20 11:20,प्रेस क्‍लब के सामने के उस पार रायपुर,21.239967,81.641561
TELIBANDHA,470/19,30,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,22-09-19,20:30,22-09-19 20:30,STREET 7 MUTHA NAGAR,21.24031,81.66301
TELIBANDHA,285/19,46,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,17-05-19,5:20,17-05-19 5:20,MARIN DRIVE SIGNAL,21.240311,81.663011
TELIBANDHA,297/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,294,323,506",1,0,0,0,27-05-19,0:30,27-05-19 0:30,AANAD VIHAR SECTOR 2,21.240311,81.663011
TELIBANDHA,338/19,47,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,22-06-19,14:45,22-06-19 14:45,SHYAM NAGAR,21.240311,81.663011
TELIBANDHA,382/19,30,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,304-A,0,0,1,0,18-07-19,18:30,18-07-19 18:30,RING ROAD KASIRAM NAGAR,21.240311,81.663011
DEEN DAYAL NAGAR,455/19,28,M,0,O,2,U,0,Truck/Trolly,7,No,1,Over Speeding,3,"279,337",0,1,0,0,23-12-19,8:30,23-12-19 8:30,GAGWAR SHOW ROOM KE PASS SERVICE ROAD,21.240474,81.580752
DEEN DAYAL NAGAR,121/19,33,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,28-03-19,14:00,28-03-19 14:00,BANJARI NAGAR,21.24065,81.59855
KOTWALI,16/21,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,17-01-21,23:50,17-01-21 23:50,तात्यापारा चौक हनुमान मंदिर रायपुर,21.240682,81.63013
DEEN DAYAL NAGAR,27/19,24,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,25-01-19,10:15,25-01-19 10:15,BANJARI NAGAR,21.24069,81.59615
TELIBANDHA,432/20,21,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,304-A,337",0,0,1,0,12-11-20,22:57,12-11-20 22:57,NEAR JAITHKHAM SATNAMIPARA TELIBANDHA,21.241011,81.664733
CIVIL LINES,71/19,30,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,08-02-19,17:30,08-02-19 17:30,Anand nagar chouk marin drive talabke pass raipur,21.24126,81.65858
TELIBANDHA,80/20,23,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,279,1,0,0,0,28-02-20,22:00,28-02-20 22:00,NEAR KARMA HOSPITAL MARIN DRIVE TELIBANDHA RAIPUR,21.241288,81.658888
CIVIL LINES,441/19,30,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,22-07-19,21:00,22-07-19 21:00,आनंद नगर शंकर नगर सिविल लाइन रायपुर,21.24135,81.658115
CIVIL LINES,82/19,Unknown,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,294,323",1,0,0,0,16-02-19,22:15,16-02-19 22:15,शास्त्री चौक सिंग्नल के पास रायपुर,21.241355,81.642066
CIVIL LINES,52/21,Unknown,Unknown,2,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,30-01-21,19:00,30-01-21 19:00,आनंद नगर पुलिया मोड के पास केनाल रोड रायपुर,21.241359,81.658493
CIVIL LINES,57/21,Unknown,Unknown,2,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,01-02-21,1:30,01-02-21 1:30,जय जवान पेट्रोलपम्प के सामने सिविल लाईन रायपुर,21.241416,81.657525
CIVIL LINES,246/19,26,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,09-04-19,21:30,09-04-19 21:30,आनंद नगर चौक थाना सिविल लाइन रायपुर,21.24152,81.6517
CIVIL LINES,158/20,Unknown,Unknown,2,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,01-04-20,7:20,01-04-20 7:20,आनंद नगर पुलिया चौक रायपुर,21.241532,81.658272
CIVIL LINES,108/20,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Over Speeding,3,304-A,0,0,1,0,25-02-20,11:30,25-02-20 11:30,सालेम स्‍कुल के सामने मोतीबाग चौक रायपुर,21.241552,81.641816
DEEN DAYAL NAGAR,95/21,20,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,279,1,0,0,0,04-03-21,11:30,04-03-21 11:30,RING ROAD NO-01,21.241712,81.580926
CIVIL LINES,210/19,35,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,30-03-19,7:30,30-03-19 7:30,आनंद नगर चौक थाना सिविल लाइन रायपुर,21.241754,81.658305
CIVIL LINES,488/19,21,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,15-08-19,11:15,15-08-19 11:15,नेकी की दीवार के पास भगत सिंह चौक रायपुर,21.241988,81.654785
CIVIL LINES,417/19,42,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,08-07-19,1:30,08-07-19 1:30,गांधी उद्यान के पास सिविल लाइन रायपुर,21.241993,81.655135
CIVIL LINES,25/20,27,M,0,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,11-01-20,8:00,11-01-20 8:00,कांकेर ट्रैव्‍लस के आफिस के सामने रोड पंडरी रायपुर,21.241999,81.651333
CIVIL LINES,46/20,Unknown,Unknown,2,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,20-01-20,2:00,20-01-20 2:00,भगत सिंह चौक रायपुर,21.242,81.655222
CIVIL LINES,47/20,30,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,20-01-20,2:00,20-01-20 2:00,भगत सिंह चौक रायपुर,21.242,81.655222
CIVIL LINES,254/19,34,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,13-04-19,10:50,13-04-19 10:50,एसआरपी चौक सिविल लाइन रायपुर,21.2421,81.6552
CIVIL LINES,316/19,35,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,12-05-19,11:00,12-05-19 11:00,बंजारी चौक मिठाई दुकान के पास,21.24215,81.641952
CIVIL LINES,455/19,45,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,279,1,0,0,0,04-08-19,10:30,04-08-19 10:30,बंजारी बाबा मजार सिंग्नल सिविल लाईन रायपुर,21.242222,81.642091
CIVIL LINES,93/21,36,M,0,SH,1,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,24-02-21,15:00,24-02-21 15:00,भगत सिंह चौक रायपुर,21.242228,81.655291
TELIBANDHA,413/20,26,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,02-11-20,17:15,02-11-20 17:15,near church village jora,21.242233,81.711577
CIVIL LINES,101/21,44,M,0,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,27-02-21,0:30,27-02-21 0:30,भगत सिंह चौक रायपुर,21.242258,81.655378
CIVIL LINES,446/20,30,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,07-11-20,23:25,07-11-20 23:25,गांधी उद्यान के पास जीई रोड रायपुर,21.242389,81.652432
CIVIL LINES,308/19,45,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-05-19,14:25,07-05-19 14:25,गांधी उद्यान के पास रायपुर,21.242646,81.652038
TELIBANDHA,231/20,40,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,19-07-20,20:20,19-07-20 20:20,NEAR RAJ MEDICAL AVANTI VIHAR,21.242655,81.667115
TELIBANDHA,313/19,Unknown,Unknown,2,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Unknown,5,"279,337",0,1,0,0,06-06-19,22:00,06-06-19 22:00,आनंद नगर चौक के पास रायपुर,21.242999,81.657733
CIVIL LINES,20/20,44,M,0,SH,1,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,08-01-20,16:00,08-01-20 16:00,राजभवन चौक के पास रायपुर,21.243024,81.644438
CIVIL LINES,318/19,33,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,15-05-19,22:15,15-05-19 22:15,सूर्य नमस्कार के पास केनाल रोड सिविल लाईन रायपुर,21.243082,81.652166
CIVIL LINES,277/20,50,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,19-07-20,14:30,19-07-20 14:30,राजभवन चौक के आगे डॉ. बागरेचा क्लीनिक के सामने रायपुर,21.243103,81.642701
CIVIL LINES,51/20,Unknown,Unknown,2,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,21-01-20,20:15,21-01-20 20:15,सूर्य नमस्कार चौक के पास गौरव पथ रोड रायपुर,21.243111,81.617111
CIVIL LINES,36/20,40,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,14-01-20,15:30,14-01-20 15:30,सूर्यनमस्कार के पास केनाल राेड रायपुर,21.243154,81.651719
CIVIL LINES,105/21,Unknown,Unknown,2,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,21-02-21,0:00,21-02-21 0:00,केनाल रोड सूर्य नमस्कार के पास सिविल लाईन रायपुर,21.243171,81.651947
TELIBANDHA,127/19,22,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,279,1,0,0,0,07-03-19,23:00,07-03-19 23:00,अवंति विहार एटीएम चौक के पास रायपुर,21.243188,81.669499
CIVIL LINES,34/20,21,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,14-01-20,7:00,14-01-20 7:00,आईस क्राफ्ट शाप के पास केनाल रोड रायपुर,21.243333,81.651444
CIVIL LINES,21/19,25,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,10-01-19,10:50,10-01-19 10:50,पहुना गेस्ट हाउस के सामने मेन रोड शंकर नगर रायपुर,21.243432,81.656812
DEEN DAYAL NAGAR,408/20,25,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,07-11-20,22:30,07-11-20 22:30,RING ROAD NO 01,21.243499,81.580021
DEEN DAYAL NAGAR,244/19,Unknown,Unknown,2,O,2,U,0,Unknown,8,No,1,Over Speeding,3,"279,337",0,1,0,0,10-07-19,21:10,10-07-19 21:10,SARONA,21.24355,81.58038
TELIBANDHA,317/19,Unknown,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,05-06-19,17:15,05-06-19 17:15,मैग्नेटो माल के सामने रायपुर,21.243555,81.684377
DEEN DAYAL NAGAR,497/20,Unknown,Unknown,2,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,16-12-20,23:15,16-12-20 23:15,SARONA PETROL PUMP KE PASS SERVICE ROAD,21.243631,81.579706
DEEN DAYAL NAGAR,99/20,Unknown,Unknown,2,NH,0,U,0,Unknown,8,Unknown,2,Over Speeding,3,304-A,0,0,1,0,17-08-19,22:30,17-08-19 22:30,THAKUR PETROL PUMP KE SAMNE RING ROAD NO 1,21.243751,81.57994
CIVIL LINES,143/21,25,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,16-03-21,21:00,16-03-21 21:00,भारत माता चौक शंकर नगर रायपुर,21.243929,81.657293
CIVIL LINES,192/20,18,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,03-05-20,10:30,03-05-20 10:30,भारत माता चौक सिंग्नल के रोड के पास रायपुर,21.24393,81.657136
CIVIL LINES,712/19,45,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,31-12-19,14:10,31-12-19 14:10,भारत माता चौक सिंग्नल चौराहा रायपुर,21.243945,81.65715
DEEN DAYAL NAGAR,85/19,47,M,0,O,2,U,0,Tempo/Tractor,6,No,1,Over Speeding,3,"279,337",0,1,0,0,10-03-19,9:30,10-03-19 9:30,sarona,21.24397,81.55619
CIVIL LINES,180/20,52,M,0,SH,1,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,279,1,0,0,0,25-04-20,15:45,25-04-20 15:45,भारत माता चौक सिंग्नल के रोड के पास रायपुर,21.244004,81.657142
CIVIL LINES,453/20,35,M,0,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,13-11-20,17:00,13-11-20 17:00,भारत माता चौक रायपुर,21.244004,81.657142
CIVIL LINES,215/20,28,M,0,SH,1,U,0,Truck/Trolly,7,Yes,0,Over Speeding,3,"279,337",0,1,0,0,31-05-20,5:50,31-05-20 5:50,भारत माता चौक शंकर नगर रायपुर,21.244033,81.657178
CIVIL LINES,464/19,26,M,0,O,2,U,0,Auto Rickshaw,1,Unknown,2,Over Speeding,3,279,1,0,0,0,07-08-19,17:30,07-08-19 17:30,गौरव पथ फारेस्ट आफिस के पास,21.244044,81.647968
CIVIL LINES,47/19,48,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,23-01-19,11:20,23-01-19 11:20,भारत माता चौक सिविल लाइन रायपुर,21.244062,81.657545
CIVIL LINES,323/19,28,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,279,1,0,0,0,18-05-19,16:00,18-05-19 16:00,भारत माता चौक सिविल लाइन रायपुर,21.244183,81.656923
TELIBANDHA,330/19,Unknown,M,0,NH,0,U,0,Unknown,8,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,18-06-19,15:00,18-06-19 15:00,NEAR SUNITA PARK,21.244199,81.696733
TELIBANDHA,344/19,40,M,0,NH,0,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,279,1,0,0,0,28-06-19,18:12,28-06-19 18:12,AGARSEN DHAM CHOWK,21.244199,81.696733
TELIBANDHA,364/19,43,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-07-19,18:15,07-07-19 18:15,AGRASEN DHAM CHOWK,21.244199,81.696733
TELIBANDHA,365/19,25,M,0,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-07-19,17:30,07-07-19 17:30,AGRASEN DHAM CHOWK,21.244199,81.696333
TELIBANDHA,386/19,Unknown,M,0,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-07-19,17:30,07-07-19 17:30,AGRASEN DHAM CHOWK,21.244199,81.696733
TELIBANDHA,184/20,Unknown,Unknown,2,NH,0,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,14-06-20,12:00,14-06-20 12:00,OPPOSITE APPOLO PETROL PUMP LABHANDI,21.244199,81.696733
CIVIL LINES,444/19,33,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,25-07-19,20:30,25-07-19 20:30,फारेस्ट आफिस के पास महासमुंद टैक्सी स्टैड रायपुर,21.24441,81.64683
CIVIL LINES,76/19,30,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,337",0,1,0,0,13-02-19,22:15,13-02-19 22:15,Tarun chatterjee ke ghar ke pass govind nagar raipur,21.24443,81.65779
CIVIL LINES,79/19,52,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,13-02-19,22:15,13-02-19 22:15,तरूण चटर्जी के घर के पास गोविंद नगर रायपुर,21.244433,81.657799
CIVIL LINES,346/19,27,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,"279,337",0,1,0,0,24-05-19,10:00,24-05-19 10:00,गुरूतेग बहादुर उद्यान के पास गढकलेवा रायपुर,21.244449,81.647175
CIVIL LINES,425/19,35,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,07-07-19,10:00,07-07-19 10:00,भाारत माता चौक सिविल लाइन रायपुर का घटना,21.24461,81.657537
CIVIL LINES,331/19,20,M,0,O,2,U,0,Truck/Trolly,7,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,20-05-19,10:45,20-05-19 10:45,अरोग्य अस्पताल के सामने शंकर नगर रायपुर,21.244681,81.662587
CIVIL LINES,338/19,38,M,0,O,2,U,0,Bus,2,No,1,Over Speeding,3,"279,337",0,1,0,0,25-05-19,10:30,25-05-19 10:30,इंद्रावती कालोनी चौक रायपुर,21.244681,81.64934
TELIBANDHA,362/20,28,M,0,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,03-10-20,19:00,03-10-20 19:00,NEAR BABYLON TOWER VIP CHOWK,21.244699,81.678111
TELIBANDHA,376/20,20,M,0,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,279,1,0,0,0,13-10-20,22:30,13-10-20 22:30,VIP CHOWK NEAR SIGNAL,21.244699,81.678111
CIVIL LINES,310/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,07-05-19,23:30,07-05-19 23:30,घडी चौक के पास सिविल लाईन रायपुर,21.244721,81.64206
DEEN DAYAL NAGAR,418/20,35,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,12-11-20,9:00,12-11-20 9:00,RING ROAD NO 01,21.244758,81.57933
CIVIL LINES,472/20,Unknown,Unknown,2,O,2,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,23-11-20,14:15,23-11-20 14:15,दुर्गा मंद‍िर के पास भावे नगर स‍िंचाई कालोनी रायपुर,21.244771,81.653248
CIVIL LINES,39/19,Unknown,Unknown,2,NH,0,U,0,Unknown,8,Unknown,2,Over Speeding,3,279,1,0,0,0,19-01-19,18:30,19-01-19 18:30,खजाना  तिराहा चौक रायपुर,21.244794,81.643886
CIVIL LINES,221/19,Unknown,Unknown,2,O,2,U,0,Unknown,8,Unknown,2,Over Speeding,3,279,1,0,0,0,02-04-19,11:45,02-04-19 11:45,शहीद वीर नरायण सिंह प रिसर पास घडी चौक रायपुर,21.2448,81.6438
CIVIL LINES,182/20,32,M,0,NH,0,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,19-05-20,16:00,19-05-20 16:00,घडी चौक के पीछे रायपुर,21.244834,81.64308
CIVIL LINES,418/19,43,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,08-07-19,17:40,08-07-19 17:40,शास्त्री चौक कलेक्ट्रेड गार्डन के सामने रापयुर,21.244945,81.64382
KHAMTARAI,525/19,25,M,0,NH,0,U,0,Unknown,8,Unknown,2,Unknown,5,"279,304-A,337",0,0,1,0,20-09-19,6:45,20-09-19 6:45,धनेलीनाला फुल के नीचे,21.334538,81.649269
TELIBANDHA,422/20,25,M,0,O,2,R,1,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,304-A,0,0,1,0,09-11-20,19:30,09-11-20 19:30,NEAR LABHANDI WINE SHOP,21.245222,81.703544
KHAMTARAI,170/19,Unknown,Unknown,2,NH,0,U,0,Unknown,8,Unknown,2,Unknown,5,304-A,0,0,1,0,02-04-19,6:00,02-04-19 6:00,भनपुरी  तिराहा,21.295681,81.636198
CIVIL LINES,611/19,21,M,0,O,2,U,0,Tempo/Tractor,6,No,1,Over Speeding,3,279,1,0,0,0,17-10-19,14:45,17-10-19 14:45,घडी चौक सिगनल के पास,21.245322,81.641868
KHAMTARAI,218/19,Unknown,Unknown,2,NH,0,U,0,Unknown,8,Unknown,2,Unknown,5,"279,337",0,1,0,0,24-12-19,13:30,24-12-19 13:30,रिलायंस पेट्रोल पंप पास  रिंग रोड न 02,21.286102,81.617936
CIVIL LINES,174/19,21,M,0,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,294,323,337,34",0,1,0,0,17-03-19,9:50,17-03-19 9:50,Ghadi chouk civil line raipur,21.245433,81.641622
DEEN DAYAL NAGAR,54/20,30,M,0,NH,0,U,0,Truck/Trolly,7,No,1,Over Speeding,3,279,1,0,0,0,09-02-20,19:40,09-02-20 19:40,RING ROAD NO 1 SARONA,21.245868,81.578775
KHAMTARAI,247/19,29,M,0,NH,0,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Unknown,5,279,1,0,0,0,10-05-19,19:40,10-05-19 19:40,मेटल पार्क रोड रावाभाठा,21.245959,81.659569
CIVIL LINES,97/19,40,M,0,SH,1,U,0,Motorised Two Wheeler,5,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,23-02-19,17:15,23-02-19 17:15,Bhatiya narsing home ke pass ghadi chouk ke aage raipur,21.24601,81.65733
CIVIL LINES,257/20,26,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,02-07-20,14:20,02-07-20 14:20,ओरियंटल बैंक आफ कामर्स के सामने गली रायपुर,21.24601,81.643041
CIVIL LINES,26/20,52,M,0,SH,1,U,0,Bus,2,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,03-01-20,12:45,03-01-20 12:45,प्रेमसाय  सिंह के निवास के सामने केनाल रोड रायपुर,21.246109,81.64729
CIVIL LINES,285/19,25,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,23-04-19,13:25,23-04-19 13:25,Bathiya nursing home ke pass raipur,21.246111,81.647333
CIVIL LINES,120/20,28,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,05-03-20,11:40,05-03-20 11:40,रानी सती मंदिर के पास राजातालाब रायपुर,21.246146,81.647528
CIVIL LINES,560/19,28,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,304-A,0,0,1,0,11-09-19,16:00,11-09-19 16:00,केनाल रोड सत्ती मंदिर के पास सिविल लाईन रायपुर,21.246194,81.647473
CIVIL LINES,90/19,Unknown,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,16-02-19,11:20,16-02-19 11:20,भारत माता चौक के आगे सी.2319स. 2348ंगला के सामने रायपुर,21.246211,81.657799
CIVIL LINES,28/20,22,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,"279,294,323,337,34,506",0,1,0,0,11-01-20,14:00,11-01-20 14:00,केनाल लिकिंग रोड सिविल लाईन रायपुर,21.246333,81.648
CIVIL LINES,682/19,30,M,0,SH,1,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,05-12-19,14:45,05-12-19 14:45,इंद्रावती कालोनी के पास केनाल लिकिंग रोड रायपुर,21.246434,81.64668
CIVIL LINES,98/19,45,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,24-02-19,20:30,24-02-19 20:30,Bottle house ke pass shankar nagar raipur,21.24661,81.66222
CIVIL LINES,62/19,31,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,No,1,Over Speeding,3,279,1,0,0,0,04-02-19,19:00,04-02-19 19:00,Chhoti railwe crasing ke pass shankar nagar raipur,21.24684,81.65991
CIVIL LINES,366/19,35,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,09-06-19,21:00,09-06-19 21:00,बाटल हाउस शंकर नगर के पास ओव्हरब्रीज के पास रायपुर,21.246888,81.662333
CIVIL LINES,236/19,35,M,0,O,2,U,0,Motorised Two Wheeler,5,No,1,Over Speeding,3,279,1,0,0,0,06-03-19,21:30,06-03-19 21:30,बाटल हाउस रोड शंकर नगर रायपुर,21.2472,81.6612
CIVIL LINES,465/19,47,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,279,1,0,0,0,08-08-19,21:15,08-08-19 21:15,Bottle house ke pass shankar nagar raipur,21.247235,81.660556
CIVIL LINES,37/19,28,M,0,O,2,U,0,Car/Jeep/Van/Taxi,3,Unknown,2,Over Speeding,3,"279,337",0,1,0,0,18-01-19,18:15,18-01-19 18:15,Verma narsing ke pass gali shanti nagar raipur,21.247264,81.657972
